id,date,phones_num,phb_fraud,phb_dirty,phb_all_bad,phb_all,phb_bad_perc,found_phones,phb_fraud_dir,phb_dirty_dir,phb_all_bad_dir,phb_all_dir,phb_bad_perc_dir,found_phones_dir,claims_percent,claims_num,appl_num,complaints_num,complaints_num_dir,mvd_request_num,bad_rep_tcb,total_case_cnt,total_defendant_case_cnt,total_defendant_case_amt,defendant_case_perc,rating_ya,ratings_cnt_ya,reviews_cnt_ya,rating_yell,reviews_cnt_yell,rating_2gis,reviews_cnt_2gis,rating_avito,reviews_cnt_avito
a5607002142a,2022-01-18 00:00:00,69,1.0,0.0,1.0,20319.0,0.0,66.0,,,,,,,,,,,,,,,,,,4.04,531.0,139.0,4.175,11.0,0.0,0.0,,
a7430015570a,2021-11-15 00:00:00,3,0.0,0.0,0.0,334.0,0.0,3.0,0.0,0.0,0.0,541.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a720322094446a,2022-09-08 00:00:00,4,0.0,0.0,0.0,533.0,0.0,4.0,0.0,0.0,0.0,3597.0,0.0,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,
a5904365438a,2022-10-20 00:00:00,1,0.0,0.0,0.0,743.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a504106880300a,2021-06-03 00:00:00,2,0.0,0.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a290101386882a,2021-06-03 00:00:00,1,0.0,0.0,0.0,139.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a570302938240a,2021-06-03 00:00:00,1,1.0,0.0,1.0,161.0,0.62,1.0,0.0,0.0,0.0,30.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a110200320705a,2022-10-08 00:00:00,1,0.0,0.0,0.0,624.0,0.0,1.0,0.0,0.0,0.0,88.0,0.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
a760400256950a,2022-10-01 00:00:00,1,0.0,0.0,0.0,1487.0,0.0,1.0,0.0,0.0,0.0,58.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a251104756979a,2022-09-21 00:00:00,1,0.0,0.0,0.0,261.0,0.0,1.0,,,,,,,0.0,0.0,6.0,,,,,,,,,,,,4.5,0.0,0.0,0.0,,
a7453319743a,2022-11-04 00:00:00,1,0.0,0.0,0.0,828.0,0.0,1.0,0.0,0.0,0.0,98.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a525804068004a,2022-10-27 00:00:00,2,2.0,0.0,2.0,1081.0,0.19,1.0,1.0,0.0,1.0,421.0,0.24,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a270394610169a,2022-10-27 00:00:00,1,0.0,0.0,0.0,273.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
a366234018434a,2021-06-03 00:00:00,2,0.0,0.0,0.0,38.0,0.0,2.0,0.0,0.0,0.0,17.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a780159711008a,2022-10-23 00:00:00,2,1.0,0.0,1.0,3129.0,0.03,2.0,2.0,0.0,2.0,2053.0,0.1,2.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a7810343009a,2022-11-01 00:00:00,2,0.0,6.0,6.0,4377.0,0.14,2.0,0.0,0.0,0.0,1053.0,0.0,6.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a743102185382a,2022-09-18 00:00:00,3,0.0,0.0,0.0,1488.0,0.0,3.0,0.0,0.0,0.0,347.0,0.0,3.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a772388770813a,2022-11-04 00:00:00,1,0.0,0.0,0.0,175.0,0.0,1.0,0.0,0.0,0.0,173.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a341701132307a,2022-10-29 00:00:00,2,7.0,0.0,7.0,1135.0,0.62,2.0,3.0,0.0,3.0,337.0,0.89,3.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
a263513153562a,2022-10-07 00:00:00,1,0.0,0.0,0.0,253.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a504711471657a,2022-11-01 00:00:00,1,0.0,0.0,0.0,740.0,0.0,1.0,0.0,0.0,0.0,113.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a860223090417a,2022-09-15 00:00:00,1,0.0,0.0,0.0,1645.0,0.0,1.0,0.0,0.0,0.0,85.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a772377536226a,2022-10-27 00:00:00,1,0.0,0.0,0.0,207.0,0.0,1.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a2013433750a,2022-09-18 00:00:00,1,0.0,0.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0,185.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a780533424300a,2022-11-01 00:00:00,1,0.0,0.0,0.0,2318.0,0.0,1.0,0.0,0.0,0.0,35.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a091601378357a,2022-10-02 00:00:00,1,0.0,0.0,0.0,859.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a233803551189a,2022-10-16 00:00:00,2,0.0,0.0,0.0,759.0,0.0,2.0,0.0,0.0,0.0,354.0,0.0,3.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
a052106780564a,2021-06-03 00:00:00,2,1.0,0.0,1.0,541.0,0.18,2.0,1.0,0.0,1.0,290.0,0.34,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a352530225892a,2022-09-18 00:00:00,1,0.0,0.0,0.0,296.0,0.0,1.0,0.0,0.0,0.0,76.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a5038119692a,2021-06-03 00:00:00,1,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a595153681928a,2022-09-10 00:00:00,3,0.0,0.0,0.0,265.0,0.0,3.0,0.0,0.0,0.0,245.0,0.0,4.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a4624001235a,2022-02-18 00:00:00,2,0.0,0.0,0.0,1163.0,0.0,2.0,0.0,0.0,0.0,233.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a732895962759a,2022-09-05 00:00:00,2,0.0,2.0,2.0,229.0,0.87,1.0,0.0,1.0,1.0,86.0,1.16,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
a507561270383a,2022-10-09 00:00:00,5,0.0,0.0,0.0,1703.0,0.0,5.0,0.0,0.0,0.0,258.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a234306598693a,2022-09-21 00:00:00,1,0.0,1.0,1.0,734.0,0.14,1.0,0.0,0.0,0.0,48.0,0.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,
a691643955926a,2022-10-29 00:00:00,1,0.0,0.0,0.0,411.0,0.0,1.0,0.0,0.0,0.0,614.0,0.0,1.0,0.0,0.0,5.0,,,,,,,,,,,,,,,,,
a422209679568a,2022-11-01 00:00:00,1,0.0,0.0,0.0,205.0,0.0,1.0,0.0,0.0,0.0,37.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a773374722709a,2022-11-04 00:00:00,2,0.0,0.0,0.0,1459.0,0.0,2.0,0.0,0.0,0.0,366.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a771470630535a,2022-10-16 00:00:00,1,0.0,0.0,0.0,373.0,0.0,1.0,0.0,0.0,0.0,56.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a501604031374a,2022-10-02 00:00:00,1,0.0,0.0,0.0,112.0,0.0,1.0,0.0,0.0,0.0,171.0,0.0,1.0,0.0,0.0,6.0,,,,,,,,,,,,,,,,,
a616124976536a,2022-11-05 00:00:00,1,0.0,0.0,0.0,269.0,0.0,1.0,0.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a131401618990a,2022-10-09 00:00:00,1,0.0,3.0,3.0,607.0,0.49,1.0,0.0,0.0,0.0,77.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a722406636667a,2021-07-17 00:00:00,1,0.0,0.0,0.0,1001.0,0.0,1.0,0.0,0.0,0.0,51.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a143508123870a,2022-11-06 00:00:00,1,0.0,0.0,0.0,775.0,0.0,1.0,0.0,0.0,0.0,91.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a772609027454a,2022-10-02 00:00:00,1,0.0,0.0,0.0,1575.0,0.0,1.0,0.0,0.0,0.0,46.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a7447278922a,2022-09-23 00:00:00,1,2.0,0.0,2.0,251.0,0.8,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a7733326912a,2022-06-29 00:00:00,2,0.0,0.0,0.0,1008.0,0.0,2.0,0.0,0.0,0.0,451.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a010516597179a,2022-11-01 00:00:00,1,0.0,1.0,1.0,1158.0,0.09,1.0,0.0,0.0,0.0,156.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,
a292102317589a,2022-11-06 00:00:00,1,0.0,0.0,0.0,190.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a6731044300a,2022-10-15 00:00:00,3,0.0,0.0,0.0,176.0,0.0,3.0,0.0,1.0,1.0,326.0,0.31,4.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,
a772394303528a,2022-10-25 00:00:00,1,0.0,0.0,0.0,632.0,0.0,1.0,0.0,0.0,0.0,7883.0,0.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,
a032603444009a,2022-09-28 00:00:00,1,0.0,0.0,0.0,785.0,0.0,1.0,0.0,0.0,0.0,843.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,
a575107157160a,2022-10-01 00:00:00,5,0.0,0.0,0.0,964.0,0.0,4.0,0.0,0.0,0.0,454.0,0.0,2.0,0.0,0.0,4.0,,,,0.0,,,,,,0.0,7.0,4.0,0.0,0.0,0.0,,
a352523677425a,2021-06-03 00:00:00,8,0.0,0.0,0.0,1414.0,0.0,7.0,0.0,0.0,0.0,308.0,0.0,2.0,0.0,0.0,2.0,,,1.0,,,,,,3.7,73.0,25.0,4.375,0.0,0.0,0.0,,
a7728358972a,2022-10-29 00:00:00,20,0.0,2.0,2.0,3828.0,0.05,16.0,0.0,1.0,1.0,2038.0,0.05,2.0,0.0,0.0,1.0,,,,,,,,,4.1,5.0,1.0,,,0.0,0.0,5.0,33.0
a6686103047a,2022-08-29 00:00:00,4,0.0,0.0,0.0,1736.0,0.0,4.0,0.0,0.0,0.0,243.0,0.0,1.0,0.0,0.0,2.0,,,,,,,,,4.2,6.0,4.0,4.25,0.0,1.0,14.0,,
a343001142776a,2022-10-16 00:00:00,2,0.0,0.0,0.0,1612.0,0.0,2.0,0.0,0.0,0.0,525.0,0.0,2.0,0.0,0.0,5.0,,,,,,,,,4.4,16.0,6.0,4.25,0.0,0.0,0.0,,
a9705101614a,2019-04-15 00:00:00,50,0.0,0.0,0.0,116.0,0.0,17.0,0.0,0.0,0.0,94.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,4.44,935.0,291.0,4.26666666666667,4.0,0.334117647058824,35.0,,
a591303955980a,2022-10-02 00:00:00,3,0.0,0.0,0.0,2016.0,0.0,3.0,0.0,0.0,0.0,379.0,0.0,2.0,0.0,0.0,4.0,,,,,,,,,4.4,47.0,13.0,4.25,0.0,0.0,0.0,,
a645292149479a,2022-10-30 00:00:00,14,0.0,0.0,0.0,7993.0,0.0,13.0,0.0,0.0,0.0,1559.0,0.0,1.0,0.0,0.0,6.0,,,,,,,,,3.65,11.0,4.0,4.16666666666667,0.0,0.5,2.0,,
a7710965158a,2022-08-28 00:00:00,8,0.0,0.0,0.0,4096.0,0.0,7.0,0.0,0.0,0.0,630.0,0.0,2.0,0.0,0.0,1.0,,,,,,,,,4.4,23.0,15.0,4.5,0.0,2.5,3.0,,
a7715467692a,2022-10-08 00:00:00,7,0.0,0.0,0.0,671.0,0.0,7.0,0.0,0.0,0.0,128.0,0.0,1.0,0.0,0.0,5.0,,,,,,,,,3.8,8.0,0.0,4.0,0.0,0.0,0.0,,
a6670087544a,2022-10-02 00:00:00,5,0.0,0.0,0.0,3041.0,0.0,5.0,0.0,0.0,0.0,1037.0,0.0,3.0,0.0,0.0,2.0,,,,,,,,,4.1,3.0,3.0,4.5,0.0,1.0,1.0,,
a2721201638a,2019-11-08 00:00:00,4,0.0,0.0,0.0,117.0,0.0,3.0,0.0,0.0,0.0,76.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,0.0,0.0,4.5,0.0,5.0,1.0,,
a7703014480a,2022-05-05 00:00:00,13,0.0,0.0,0.0,2042.0,0.0,13.0,0.0,0.0,0.0,365.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,4.27,69.0,13.0,4.4,0.0,0.0,0.0,,
a4205274112a,2021-06-03 00:00:00,4,0.0,0.0,0.0,486.0,0.0,3.0,0.0,0.0,0.0,461.0,0.0,2.0,0.0,0.0,3.0,,,,,,,,,4.3,13.0,5.0,4.25,0.0,4.2,24.0,,
a271204390424a,2021-06-03 00:00:00,3,0.0,0.0,0.0,1073.0,0.0,2.0,0.0,0.0,0.0,232.0,0.0,1.0,0.0,0.0,3.0,,,,,,,,,,0.0,0.0,4.0,0.0,0.0,0.0,,
a590709001238a,2022-06-23 00:00:00,2,0.0,0.0,0.0,1528.0,0.0,2.0,0.0,0.0,0.0,1229.0,0.0,3.0,0.0,0.0,2.0,,,,,,,,,4.3,13.0,5.0,4.5,0.0,5.0,21.0,,
a022201022593a,2022-09-20 00:00:00,6,1.0,0.0,1.0,1859.0,0.05,5.0,0.0,0.0,0.0,154.0,0.0,1.0,0.0,0.0,1.0,,,,,,,,,,0.0,1.0,4.0,0.0,0.0,0.0,,
a9705083108a,2021-11-11 00:00:00,5,0.0,0.0,0.0,2568.0,0.0,5.0,0.0,0.0,0.0,66.0,0.0,2.0,,,,,,,,,,,,4.7,235.0,121.0,4.2,7.0,5.0,1.0,,
a1515922262a,2021-09-01 00:00:00,3,0.0,0.0,0.0,203.0,0.0,3.0,0.0,0.0,0.0,92.0,0.0,2.0,,,,,,,,,,,,4.0,4.0,1.0,4.33333333333333,1.0,1.5,1.0,,
a5404371987a,2022-08-26 00:00:00,2,0.0,0.0,0.0,218.0,0.0,2.0,0.0,0.0,0.0,44.0,0.0,1.0,,,,,,,,,,,,3.8,4.0,0.0,4.5,0.0,0.0,0.0,,
a7810515297a,2022-06-21 00:00:00,24,0.0,0.0,0.0,3721.0,0.0,24.0,0.0,1.0,1.0,622.0,0.16,1.0,,,,,,,,,,,,0.17,162.0,48.0,4.4,0.0,0.0,0.0,,
a2536139985a,2022-08-26 00:00:00,22,0.0,0.0,0.0,4408.0,0.0,22.0,0.0,0.0,0.0,192.0,0.0,1.0,,,,,,,,,,,,4.6,446.0,182.0,4.5,0.0,1.23333333333333,14.0,,
a6603001252a,2022-04-12 00:00:00,81,0.0,0.0,0.0,6922.0,0.0,80.0,0.0,0.0,0.0,21.0,0.0,1.0,,,,,,,,,,,,0.0,156.0,25.0,4.16666666666667,0.0,0.0,0.0,,
a3123138830a,2022-06-07 00:00:00,5,0.0,0.0,0.0,1851.0,0.0,5.0,0.0,0.0,0.0,89.0,0.0,2.0,,,,,,,,,,,,,0.0,0.0,4.5,0.0,0.0,0.0,,
a3663085565a,2022-07-12 00:00:00,1,0.0,0.0,0.0,45.0,0.0,1.0,1.0,0.0,1.0,373.0,0.27,2.0,,,,,,,,,,,,4.3,50.0,10.0,1.0,1.0,0.0,0.0,,
